date,geo,sales_value,sales_units
2024-01-03,DMA_006,50445.27,1066
2024-01-03,DMA_007,49051.91,906
2024-01-03,DMA_008,61772.79,1324
2024-01-03,DMA_009,62694.89,1152
2024-01-03,DMA_010,69965.47,1446
2024-01-04,DMA_001,22446.37,487
2024-01-04,DMA_002,27886.68,513
2024-01-04,DMA_003,35911.34,679
2024-01-04,DMA_004,42046.54,819
2024-01-04,DMA_005,45158.83,951
2024-01-04,DMA_006,48904.55,919
2024-01-04,DMA_007,51967.92,1022
2024-01-04,DMA_008,57475.61,1240
2024-01-04,DMA_009,66003.82,1224
2024-01-04,DMA_010,63053.01,1291
2024-01-05,DMA_001,24664.28,537
2024-01-05,DMA_002,29810.19,637
2024-01-05,DMA_003,30972.49,582
2024-01-05,DMA_004,39154.94,865
2024-01-05,DMA_005,43717.04,858
2024-01-05,DMA_006,52908.69,1125
2024-01-05,DMA_007,58377.36,1252
2024-01-05,DMA_008,54377.06,1111
2024-01-05,DMA_009,67727.96,1423
2024-01-05,DMA_010,72240.9,1373
2024-01-06,DMA_001,25480.15,479
2024-01-06,DMA_002,31599.7,589
2024-01-06,DMA_003,35193.8,751
2024-01-06,DMA_004,43624.44,800
2024-01-06,DMA_005,44768.0,879
2024-01-06,DMA_006,56782.15,1188
2024-01-06,DMA_007,58791.33,1231
2024-01-06,DMA_008,69175.16,1325
2024-01-06,DMA_009,78195.42,1706
2024-01-06,DMA_010,74700.82,1474
2024-01-07,DMA_001,23569.99,486
2024-01-07,DMA_002,31749.47,593
2024-01-07,DMA_003,38601.52,779
2024-01-07,DMA_004,41123.77,820
2024-01-07,DMA_005,52657.64,1168
2024-01-07,DMA_006,53869.74,1151
2024-01-07,DMA_007,57682.93,1143
2024-01-07,DMA_008,65286.86,1257
2024-01-07,DMA_009,71828.73,1383
2024-01-07,DMA_010,89385.76,1658
2024-01-08,DMA_001,23991.4,442
2024-01-08,DMA_002,30160.69,552
2024-01-08,DMA_003,32522.08,720
2024-01-08,DMA_004,36773.0,757
2024-01-08,DMA_005,42007.88,923
2024-01-08,DMA_006,49861.03,1008
2024-01-08,DMA_007,51954.43,1104
2024-01-08,DMA_008,63677.4,1314
2024-01-08,DMA_009,64387.01,1289
2024-01-08,DMA_010,67549.25,1476
2024-01-09,DMA_001,23509.31,478
2024-01-09,DMA_002,32477.66,634
2024-01-09,DMA_003,33362.41,720
2024-01-09,DMA_004,39978.05,763
2024-01-09,DMA_005,46218.58,967
2024-01-09,DMA_006,47038.93,1019
2024-01-09,DMA_007,52648.52,973
2024-01-09,DMA_008,64409.82,1209
2024-01-09,DMA_009,66983.06,1317
2024-01-09,DMA_010,72922.06,1463
2024-01-10,DMA_001,21464.58,425
2024-01-10,DMA_002,29571.47,570
2024-01-10,DMA_003,33890.53,681
2024-01-10,DMA_004,38341.53,703
2024-01-10,DMA_005,48181.43,1020
2024-01-10,DMA_006,48073.46,1003
2024-01-10,DMA_007,59490.12,1205
2024-01-10,DMA_008,61535.45,1163
2024-01-10,DMA_009,60851.13,1272
2024-01-10,DMA_010,74430.44,1407
2024-01-11,DMA_001,21731.64,415
2024-01-11,DMA_002,27438.87,601
2024-01-11,DMA_003,34315.8,680
2024-01-11,DMA_004,38243.58,758
2024-01-11,DMA_005,44600.65,843
2024-01-11,DMA_006,50866.68,1047
2024-01-11,DMA_007,55182.97,1091
2024-01-11,DMA_008,55966.62,1231
2024-01-11,DMA_009,68968.67,1383
2024-01-11,DMA_010,62150.04,1133
2024-01-12,DMA_001,22280.0,413
2024-01-12,DMA_002,27782.56,511
2024-01-12,DMA_003,35530.2,711
2024-01-12,DMA_004,38781.12,793
2024-01-12,DMA_005,45001.77,883
2024-01-12,DMA_006,48017.49,987
2024-01-12,DMA_007,53808.95,1060
2024-01-12,DMA_008,60932.67,1247
2024-01-12,DMA_009,61290.71,1172
2024-01-12,DMA_010,75734.38,1635
2024-01-13,DMA_001,26794.26,504
2024-01-13,DMA_002,29502.12,560
2024-01-13,DMA_003,34071.75,692
2024-01-13,DMA_004,42358.63,856
2024-01-13,DMA_005,48921.93,1037
2024-01-13,DMA_006,54549.85,1143
2024-01-13,DMA_007,56277.12,1045
2024-01-13,DMA_008,67157.65,1240
2024-01-13,DMA_009,75281.95,1649
2024-01-13,DMA_010,80091.24,1504
2024-01-14,DMA_001,23626.41,464
2024-01-14,DMA_002,32809.15,651
2024-01-14,DMA_003,36128.26,767
2024-01-14,DMA_004,44709.73,975
2024-01-14,DMA_005,53025.68,1061
2024-01-14,DMA_006,56842.32,1126
2024-01-14,DMA_007,60118.45,1120
2024-01-14,DMA_008,60990.33,1137
2024-01-14,DMA_009,72901.75,1331
2024-01-14,DMA_010,79138.41,1726
2024-01-15,DMA_001,23365.42,442
2024-01-15,DMA_002,29046.78,536
2024-01-15,DMA_003,33120.28,602
2024-01-15,DMA_004,39497.9,777
2024-01-15,DMA_005,44007.17,903
2024-01-15,DMA_006,50839.06,1070
2024-01-15,DMA_007,55832.11,1226
2024-01-15,DMA_008,62097.83,1289
2024-01-15,DMA_009,64603.93,1204
2024-01-15,DMA_010,67494.04,1371
2024-01-16,DMA_001,22927.41,439
2024-01-16,DMA_002,27828.82,559
2024-01-16,DMA_003,34781.54,655
2024-01-16,DMA_004,40730.4,768
2024-01-16,DMA_005,46298.66,1009
2024-01-16,DMA_006,53965.45,1150
2024-01-16,DMA_007,55412.7,1100
2024-01-16,DMA_008,61101.0,1151
2024-01-16,DMA_009,68564.64,1508
2024-01-16,DMA_010,68761.68,1493
2024-01-17,DMA_001,21235.41,422
2024-01-17,DMA_002,26337.11,525
2024-01-17,DMA_003,33743.78,730
2024-01-17,DMA_004,37916.83,728
2024-01-17,DMA_005,48569.87,964
2024-01-17,DMA_006,47830.44,1022
2024-01-17,DMA_007,56342.69,1122
2024-01-17,DMA_008,59728.55,1126
2024-01-17,DMA_009,63928.47,1399
2024-01-17,DMA_010,79792.52,1466
2024-01-18,DMA_001,23484.78,489
2024-01-18,DMA_002,27276.38,566
2024-01-18,DMA_003,28727.03,626
2024-01-18,DMA_004,40963.76,878
2024-01-18,DMA_005,43729.63,895
2024-01-18,DMA_006,51860.65,1035
2024-01-18,DMA_007,54086.14,1002
2024-01-18,DMA_008,59707.57,1287
2024-01-18,DMA_009,70042.3,1553
2024-01-18,DMA_010,73876.98,1411
2024-01-19,DMA_001,22747.07,420
2024-01-19,DMA_002,27974.67,524
2024-01-19,DMA_003,31944.54,653
2024-01-19,DMA_004,36951.63,805
2024-01-19,DMA_005,44868.69,968
2024-01-19,DMA_006,48917.09,925
2024-01-19,DMA_007,56700.61,1172
2024-01-19,DMA_008,66021.96,1269
2024-01-19,DMA_009,63576.14,1282
2024-01-19,DMA_010,74725.08,1572
2024-01-20,DMA_001,25779.98,477
2024-01-20,DMA_002,31095.28,657
2024-01-20,DMA_003,37785.39,755
2024-01-20,DMA_004,41967.36,801
2024-01-20,DMA_005,50355.36,1102
2024-01-20,DMA_006,54275.65,1080
2024-01-20,DMA_007,57640.5,1266
2024-01-20,DMA_008,69124.05,1505
2024-01-20,DMA_009,69995.71,1536
2024-01-20,DMA_010,77438.82,1424
2024-01-21,DMA_001,27944.13,537
2024-01-21,DMA_002,33660.07,725
2024-01-21,DMA_003,34815.81,650
2024-01-21,DMA_004,46226.81,919
2024-01-21,DMA_005,49892.24,933
2024-01-21,DMA_006,54332.54,1194
2024-01-21,DMA_007,60395.99,1300
2024-01-21,DMA_008,66453.71,1276
2024-01-21,DMA_009,72749.29,1488
2024-01-21,DMA_010,79567.03,1644
2024-01-22,DMA_001,20943.88,385
2024-01-22,DMA_002,27784.55,511
2024-01-22,DMA_003,33509.02,701
2024-01-22,DMA_004,40084.47,825
2024-01-22,DMA_005,42791.37,949
2024-01-22,DMA_006,50596.0,971
2024-01-22,DMA_007,59495.27,1158
2024-01-22,DMA_008,60935.06,1308
2024-01-22,DMA_009,65839.59,1294
2024-01-22,DMA_010,70787.35,1504
2024-01-23,DMA_001,22455.18,431
2024-01-23,DMA_002,27596.28,519
2024-01-23,DMA_003,31929.01,665
2024-01-23,DMA_004,41829.26,797
2024-01-23,DMA_005,39074.79,845
2024-01-23,DMA_006,50420.96,986
2024-01-23,DMA_007,59572.64,1086
2024-01-23,DMA_008,59685.78,1205
2024-01-23,DMA_009,70085.65,1489
2024-01-23,DMA_010,71840.59,1432
2024-01-24,DMA_001,23123.84,454
2024-01-24,DMA_002,30033.59,658
2024-01-24,DMA_003,28540.05,622
2024-01-24,DMA_004,41697.36,881
2024-01-24,DMA_005,45386.39,972
2024-01-24,DMA_006,50832.75,931
2024-01-24,DMA_007,56071.35,1088
2024-01-24,DMA_008,57010.39,1101
2024-01-24,DMA_009,66153.23,1461
2024-01-24,DMA_010,76199.31,1514
2024-01-25,DMA_001,23461.45,503
2024-01-25,DMA_002,29970.88,636
2024-01-25,DMA_003,32090.89,693
2024-01-25,DMA_004,38771.81,763
2024-01-25,DMA_005,40177.49,767
2024-01-25,DMA_006,48503.95,963
2024-01-25,DMA_007,57170.53,1076
2024-01-25,DMA_008,67173.8,1435
2024-01-25,DMA_009,65027.08,1330
2024-01-25,DMA_010,79600.95,1582
2024-01-26,DMA_001,22390.61,493
2024-01-26,DMA_002,26096.21,474
2024-01-26,DMA_003,35753.65,738
2024-01-26,DMA_004,37474.16,687
2024-01-26,DMA_005,43175.56,788
2024-01-26,DMA_006,46979.58,1006
2024-01-26,DMA_007,52898.31,982
2024-01-26,DMA_008,60838.29,1279
2024-01-26,DMA_009,59430.15,1255
2024-01-26,DMA_010,65713.66,1264
2024-01-27,DMA_001,23782.59,440
2024-01-27,DMA_002,32179.36,654
2024-01-27,DMA_003,32575.51,713
2024-01-27,DMA_004,39881.5,870
2024-01-27,DMA_005,50670.05,966
2024-01-27,DMA_006,56955.15,1073
2024-01-27,DMA_007,61615.64,1218
2024-01-27,DMA_008,65612.04,1327
2024-01-27,DMA_009,69259.54,1432
2024-01-27,DMA_010,83566.6,1823
2024-01-28,DMA_001,24693.1,516
2024-01-28,DMA_002,31468.45,621
2024-01-28,DMA_003,38642.69,707
2024-01-28,DMA_004,47168.09,991
2024-01-28,DMA_005,51005.46,1118
2024-01-28,DMA_006,57256.31,1180
2024-01-28,DMA_007,61956.75,1176
2024-01-28,DMA_008,63765.16,1408
2024-01-28,DMA_009,72170.3,1392
2024-01-28,DMA_010,72603.52,1505
2024-01-29,DMA_001,19941.27,397
2024-01-29,DMA_002,29142.12,562
2024-01-29,DMA_003,31969.46,655
2024-01-29,DMA_004,39962.27,836
2024-01-29,DMA_005,41161.41,906
2024-01-29,DMA_006,45580.38,855
2024-01-29,DMA_007,56861.96,1102
2024-01-29,DMA_008,59193.39,1092
2024-01-29,DMA_009,60733.72,1257
2024-01-29,DMA_010,69685.17,1494
2024-01-30,DMA_001,22923.55,435
2024-01-30,DMA_002,28038.68,517
2024-01-30,DMA_003,31791.47,644
2024-01-30,DMA_004,38885.96,746
2024-01-30,DMA_005,41116.9,784
2024-01-30,DMA_006,49526.71,934
2024-01-30,DMA_007,55657.09,1084
2024-01-30,DMA_008,65282.3,1262
2024-01-30,DMA_009,64540.22,1366
2024-01-30,DMA_010,80931.5,1473
2024-01-31,DMA_001,22173.81,418
2024-01-31,DMA_002,29476.23,620
2024-01-31,DMA_003,34606.2,640
2024-01-31,DMA_004,38168.81,718
2024-01-31,DMA_005,39841.37,780
2024-01-31,DMA_006,54976.49,1075
2024-01-31,DMA_007,50460.64,1108
2024-01-31,DMA_008,63244.52,1305
2024-01-31,DMA_009,62740.48,1248
2024-01-31,DMA_010,75402.23,1374
2024-02-01,DMA_001,28567.22,585
2024-02-01,DMA_002,34706.18,686
2024-02-01,DMA_003,39973.47,843
2024-02-01,DMA_004,43857.31,869
2024-02-01,DMA_005,50477.19,940
2024-02-01,DMA_006,61334.86,1305
2024-02-01,DMA_007,63149.15,1347
2024-02-01,DMA_008,72861.74,1460
2024-02-01,DMA_009,76464.64,1651
2024-02-01,DMA_010,86209.29,1781
2024-02-02,DMA_001,28258.55,523
2024-02-02,DMA_002,33626.86,645
2024-02-02,DMA_003,42035.81,860
2024-02-02,DMA_004,47793.07,1057
2024-02-02,DMA_005,57436.09,1172
2024-02-02,DMA_006,57936.76,1098
2024-02-02,DMA_007,68279.66,1382
2024-02-02,DMA_008,74172.45,1479
2024-02-02,DMA_009,81778.55,1576
2024-02-02,DMA_010,85127.98,1575
2024-02-03,DMA_001,32691.09,663
2024-02-03,DMA_002,36848.42,749
2024-02-03,DMA_003,44491.0,840
2024-02-03,DMA_004,50916.54,993
2024-02-03,DMA_005,62353.38,1143
2024-02-03,DMA_006,65011.02,1320
2024-02-03,DMA_007,79331.47,1547
2024-02-03,DMA_008,86425.19,1619
2024-02-03,DMA_009,95203.68,1884
2024-02-03,DMA_010,100346.68,2117
2024-02-04,DMA_001,30254.23,559
2024-02-04,DMA_002,37043.11,684
2024-02-04,DMA_003,46219.04,988
2024-02-04,DMA_004,52846.29,1069
2024-02-04,DMA_005,59501.11,1082
2024-02-04,DMA_006,63369.4,1308
2024-02-04,DMA_007,75645.26,1609
2024-02-04,DMA_008,82390.23,1587
2024-02-04,DMA_009,94314.12,1888
2024-02-04,DMA_010,97774.66,1946
2024-02-05,DMA_001,30502.35,591
2024-02-05,DMA_002,33193.15,623
2024-02-05,DMA_003,37851.21,770
2024-02-05,DMA_004,46689.66,866
2024-02-05,DMA_005,56021.5,1088
2024-02-05,DMA_006,61726.21,1161
2024-02-05,DMA_007,63750.9,1270
2024-02-05,DMA_008,73157.09,1331
2024-02-05,DMA_009,76708.98,1523
2024-02-05,DMA_010,85024.62,1558
2024-02-06,DMA_001,24727.15,547
2024-02-06,DMA_002,36745.94,669
2024-02-06,DMA_003,40136.38,883
2024-02-06,DMA_004,43353.59,866
2024-02-06,DMA_005,51596.02,1013
2024-02-06,DMA_006,61917.93,1173
2024-02-06,DMA_007,62570.2,1170
2024-02-06,DMA_008,72133.03,1528
2024-02-06,DMA_009,71442.31,1486
2024-02-06,DMA_010,88736.44,1894
2024-02-07,DMA_001,29279.84,648
2024-02-07,DMA_002,35008.96,726
2024-02-07,DMA_003,42039.73,907
2024-02-07,DMA_004,49694.16,1014
2024-02-07,DMA_005,54344.8,1021
2024-02-07,DMA_006,62880.96,1253
2024-02-07,DMA_007,65602.65,1256
2024-02-07,DMA_008,72596.64,1596
2024-02-07,DMA_009,74123.18,1585
2024-02-07,DMA_010,82424.5,1630
2024-02-08,DMA_001,27932.59,525
2024-02-08,DMA_002,34031.79,655
2024-02-08,DMA_003,41491.28,792
2024-02-08,DMA_004,52691.82,1050
2024-02-08,DMA_005,47547.81,895
2024-02-08,DMA_006,61834.52,1329
2024-02-08,DMA_007,67797.52,1328
2024-02-08,DMA_008,75964.26,1401
2024-02-08,DMA_009,75038.58,1411
2024-02-08,DMA_010,88895.24,1633
2024-02-09,DMA_001,26363.27,509
2024-02-09,DMA_002,32825.24,603
2024-02-09,DMA_003,38849.7,850
2024-02-09,DMA_004,44268.97,844
2024-02-09,DMA_005,52000.82,965
2024-02-09,DMA_006,62045.78,1243
2024-02-09,DMA_007,69118.09,1361
2024-02-09,DMA_008,67001.98,1386
2024-02-09,DMA_009,83670.73,1604
2024-02-09,DMA_010,87953.89,1804
2024-02-10,DMA_001,32206.8,673
2024-02-10,DMA_002,40713.2,758
2024-02-10,DMA_003,46060.75,915
2024-02-10,DMA_004,52452.54,1013
2024-02-10,DMA_005,62253.13,1286
2024-02-10,DMA_006,67343.33,1409
2024-02-10,DMA_007,74752.71,1447
2024-02-10,DMA_008,74288.05,1621
2024-02-10,DMA_009,88340.97,1957
2024-02-10,DMA_010,99333.47,1830
2024-02-11,DMA_001,32448.03,715
2024-02-11,DMA_002,36105.27,705
2024-02-11,DMA_003,44105.7,966
2024-02-11,DMA_004,51590.3,956
2024-02-11,DMA_005,61634.22,1276
2024-02-11,DMA_006,62307.36,1344
2024-02-11,DMA_007,77148.66,1602
2024-02-11,DMA_008,79706.27,1719
2024-02-11,DMA_009,95875.97,1956
2024-02-11,DMA_010,106154.53,2119
2024-02-12,DMA_001,29152.02,617
2024-02-12,DMA_002,32461.83,638
2024-02-12,DMA_003,38462.94,785
2024-02-12,DMA_004,46942.55,935
2024-02-12,DMA_005,51205.69,1078
2024-02-12,DMA_006,62875.89,1305
2024-02-12,DMA_007,65708.12,1274
2024-02-12,DMA_008,78720.93,1464
2024-02-12,DMA_009,79401.18,1672
2024-02-12,DMA_010,89693.29,1692
2024-02-13,DMA_001,26748.27,511
2024-02-13,DMA_002,33855.91,645
2024-02-13,DMA_003,40379.8,830
2024-02-13,DMA_004,45706.34,848
2024-02-13,DMA_005,56528.27,1205
2024-02-13,DMA_006,60102.78,1139
2024-02-13,DMA_007,71488.65,1313
2024-02-13,DMA_008,69212.44,1305
2024-02-13,DMA_009,82041.46,1689
2024-02-13,DMA_010,82073.18,1591
2024-02-14,DMA_001,30545.41,583
2024-02-14,DMA_002,37811.29,718
2024-02-14,DMA_003,42499.06,799
2024-02-14,DMA_004,46473.36,991
2024-02-14,DMA_005,57299.98,1126
2024-02-14,DMA_006,62289.27,1296
2024-02-14,DMA_007,64605.43,1216
2024-02-14,DMA_008,75988.28,1582
2024-02-14,DMA_009,82342.24,1586
2024-02-14,DMA_010,86162.86,1781
2024-02-15,DMA_001,28216.36,605
2024-02-15,DMA_002,33962.66,671
2024-02-15,DMA_003,42285.43,770
2024-02-15,DMA_004,46666.63,923
2024-02-15,DMA_005,49024.99,998
2024-02-15,DMA_006,54248.1,1128
2024-02-15,DMA_007,65367.88,1385
2024-02-15,DMA_008,66874.76,1481
2024-02-15,DMA_009,74076.28,1529
2024-02-15,DMA_010,86693.82,1834
2024-02-16,DMA_001,29670.88,650
2024-02-16,DMA_002,35041.55,757
2024-02-16,DMA_003,37630.36,702
2024-02-16,DMA_004,47571.57,922
2024-02-16,DMA_005,55495.36,1227
2024-02-16,DMA_006,61700.42,1139
2024-02-16,DMA_007,67493.78,1366
2024-02-16,DMA_008,75099.71,1391
2024-02-16,DMA_009,76722.58,1456
2024-02-16,DMA_010,84856.94,1855
2024-02-17,DMA_001,30521.59,602
2024-02-17,DMA_002,38359.76,787
2024-02-17,DMA_003,46417.06,898
2024-02-17,DMA_004,56121.21,1201
2024-02-17,DMA_005,59780.3,1126
2024-02-17,DMA_006,67903.02,1298
2024-02-17,DMA_007,72826.61,1353
2024-02-17,DMA_008,79860.78,1725
2024-02-17,DMA_009,90807.09,1761
2024-02-17,DMA_010,81839.92,1518
2024-02-18,DMA_001,31569.07,689
2024-02-18,DMA_002,38889.04,858
2024-02-18,DMA_003,41931.93,789
2024-02-18,DMA_004,52029.38,968
2024-02-18,DMA_005,66901.7,1413
2024-02-18,DMA_006,65597.01,1291
2024-02-18,DMA_007,70754.42,1380
2024-02-18,DMA_008,88446.18,1950
2024-02-18,DMA_009,90578.51,1990
2024-02-18,DMA_010,103329.28,2084
2024-02-19,DMA_001,26992.35,492
2024-02-19,DMA_002,34973.08,667
2024-02-19,DMA_003,42856.11,814
2024-02-19,DMA_004,45546.56,962
2024-02-19,DMA_005,56583.11,1037
2024-02-19,DMA_006,64553.81,1256
2024-02-19,DMA_007,68195.44,1243
2024-02-19,DMA_008,65558.57,1413
2024-02-19,DMA_009,84373.58,1592
2024-02-19,DMA_010,89963.15,1675
2024-02-20,DMA_001,27989.59,565
2024-02-20,DMA_002,38065.22,793
2024-02-20,DMA_003,41298.8,893
2024-02-20,DMA_004,49932.14,959
2024-02-20,DMA_005,51420.31,1138
2024-02-20,DMA_006,61071.27,1321
2024-02-20,DMA_007,65354.78,1425
2024-02-20,DMA_008,80897.24,1574
2024-02-20,DMA_009,86772.85,1643
2024-02-20,DMA_010,81936.2,1811
2024-02-21,DMA_001,27962.49,527
2024-02-21,DMA_002,33684.73,738
2024-02-21,DMA_003,39510.53,758
2024-02-21,DMA_004,48090.91,908
2024-02-21,DMA_005,51190.71,1130
2024-02-21,DMA_006,64575.92,1391
2024-02-21,DMA_007,68197.98,1297
2024-02-21,DMA_008,64908.76,1255
2024-02-21,DMA_009,80161.89,1613
2024-02-21,DMA_010,89664.57,1784
2024-02-22,DMA_001,29009.05,590
2024-02-22,DMA_002,33051.14,618
2024-02-22,DMA_003,41592.23,874
2024-02-22,DMA_004,43447.06,841
2024-02-22,DMA_005,53087.9,1097
2024-02-22,DMA_006,63644.04,1178
2024-02-22,DMA_007,61728.03,1316
2024-02-22,DMA_008,72550.22,1545
2024-02-22,DMA_009,76321.05,1469
2024-02-22,DMA_010,84856.61,1705
2024-02-23,DMA_001,26202.22,532
2024-02-23,DMA_002,36647.86,726
2024-02-23,DMA_003,39193.22,830
2024-02-23,DMA_004,47043.85,935
2024-02-23,DMA_005,52744.28,1057
2024-02-23,DMA_006,61407.05,1302
2024-02-23,DMA_007,64387.12,1334
2024-02-23,DMA_008,72225.7,1559
2024-02-23,DMA_009,77657.6,1667
2024-02-23,DMA_010,93163.0,1711
2024-02-24,DMA_001,34694.17,689
2024-02-24,DMA_002,42682.57,873
2024-02-24,DMA_003,45159.02,908
2024-02-24,DMA_004,50026.12,945
2024-02-24,DMA_005,63131.43,1313
2024-02-24,DMA_006,70811.23,1313
2024-02-24,DMA_007,73541.2,1433
2024-02-24,DMA_008,82006.78,1582
2024-02-24,DMA_009,87936.12,1790
2024-02-24,DMA_010,96357.8,1879
2024-02-25,DMA_001,28447.84,575
2024-02-25,DMA_002,36910.1,723
2024-02-25,DMA_003,43933.27,821
2024-02-25,DMA_004,54059.53,1069
2024-02-25,DMA_005,64057.72,1224
2024-02-25,DMA_006,65828.48,1215
2024-02-25,DMA_007,71752.09,1335
2024-02-25,DMA_008,84396.63,1836
2024-02-25,DMA_009,90104.84,1666
2024-02-25,DMA_010,98290.31,1798
2024-02-26,DMA_001,27255.05,567
2024-02-26,DMA_002,36890.06,776
2024-02-26,DMA_003,44971.45,989
2024-02-26,DMA_004,46124.91,888
2024-02-26,DMA_005,50623.81,1070
2024-02-26,DMA_006,56008.57,1208
2024-02-26,DMA_007,64171.2,1252
2024-02-26,DMA_008,74632.14,1388
2024-02-26,DMA_009,78263.52,1494
2024-02-26,DMA_010,89792.55,1763
2024-02-27,DMA_001,27342.62,547
2024-02-27,DMA_002,33118.86,610
2024-02-27,DMA_003,41321.71,802
2024-02-27,DMA_004,52703.83,1133
2024-02-27,DMA_005,54669.12,1100
2024-02-27,DMA_006,64089.8,1323
2024-02-27,DMA_007,68626.28,1503
2024-02-27,DMA_008,72967.57,1434
2024-02-27,DMA_009,81411.76,1499
2024-02-27,DMA_010,92076.75,1694
2024-02-28,DMA_001,30263.16,551
2024-02-28,DMA_002,34781.65,702
2024-02-28,DMA_003,39334.85,761
2024-02-28,DMA_004,46625.46,1004
2024-02-28,DMA_005,52050.4,947
2024-02-28,DMA_006,61030.36,1182
2024-02-28,DMA_007,66807.32,1307
2024-02-28,DMA_008,72488.03,1395
2024-02-28,DMA_009,82016.89,1756
2024-02-28,DMA_010,89895.52,1885
2024-02-29,DMA_001,28720.54,585
2024-02-29,DMA_002,32909.01,721
2024-02-29,DMA_003,34957.02,690
2024-02-29,DMA_004,45466.06,839
2024-02-29,DMA_005,55642.91,1182
2024-02-29,DMA_006,62520.98,1156
2024-02-29,DMA_007,63648.58,1403
2024-02-29,DMA_008,65802.19,1277
2024-02-29,DMA_009,77243.79,1606
2024-02-29,DMA_010,83339.44,1589
2024-03-01,DMA_001,35593.55,740
2024-03-01,DMA_002,44265.94,858
2024-03-01,DMA_003,50136.88,998
2024-03-01,DMA_004,66240.85,1318
2024-03-01,DMA_005,69800.9,1452
2024-03-01,DMA_006,76033.71,1547
2024-03-01,DMA_007,86933.44,1708
2024-03-01,DMA_008,88752.23,1875
2024-03-01,DMA_009,114051.4,2129
2024-03-01,DMA_010,109421.41,2296
2024-03-02,DMA_001,37680.9,812
2024-03-02,DMA_002,47166.19,1024
2024-03-02,DMA_003,58086.34,1219
2024-03-02,DMA_004,60749.38,1119
2024-03-02,DMA_005,75270.01,1610
2024-03-02,DMA_006,81921.78,1802
2024-03-02,DMA_007,99827.98,1846
2024-03-02,DMA_008,96670.73,2132
2024-03-02,DMA_009,108942.89,2233
2024-03-02,DMA_010,122641.44,2382
2024-03-03,DMA_001,40199.53,798
2024-03-03,DMA_002,47267.51,922
2024-03-03,DMA_003,56927.06,1264
2024-03-03,DMA_004,61637.63,1231
2024-03-03,DMA_005,66328.68,1302
2024-03-03,DMA_006,83591.04,1592
2024-03-03,DMA_007,92967.96,1998
2024-03-03,DMA_008,101426.86,2129
2024-03-03,DMA_009,113081.92,2480
2024-03-03,DMA_010,117986.01,2551
2024-03-04,DMA_001,35280.39,720
2024-03-04,DMA_002,44420.14,908
2024-03-04,DMA_003,49158.11,1045
2024-03-04,DMA_004,57655.39,1259
2024-03-04,DMA_005,63842.22,1341
2024-03-04,DMA_006,71737.55,1518
2024-03-04,DMA_007,85836.57,1641
2024-03-04,DMA_008,89028.62,1716
2024-03-04,DMA_009,101960.32,1942
2024-03-04,DMA_010,99986.64,2122
2024-03-05,DMA_001,37844.87,796
2024-03-05,DMA_002,38680.89,739
2024-03-05,DMA_003,46487.38,956
2024-03-05,DMA_004,60889.97,1251
2024-03-05,DMA_005,74974.04,1505
2024-03-05,DMA_006,68877.5,1480
2024-03-05,DMA_007,79847.22,1710
2024-03-05,DMA_008,92915.24,1802
2024-03-05,DMA_009,109834.37,2299
2024-03-05,DMA_010,98342.92,2152
2024-03-06,DMA_001,34837.98,702
2024-03-06,DMA_002,44183.83,813
2024-03-06,DMA_003,53706.27,995
2024-03-06,DMA_004,54971.72,1081
2024-03-06,DMA_005,67241.7,1232
2024-03-06,DMA_006,73584.63,1572
2024-03-06,DMA_007,82895.7,1531
2024-03-06,DMA_008,91537.97,1791
2024-03-06,DMA_009,102837.29,2241
2024-03-06,DMA_010,105732.64,2018
2024-03-07,DMA_001,31851.98,632
2024-03-07,DMA_002,45713.27,868
2024-03-07,DMA_003,50191.88,1028
2024-03-07,DMA_004,56997.66,1089
2024-03-07,DMA_005,64462.44,1192
2024-03-07,DMA_006,66638.73,1462
2024-03-07,DMA_007,86253.48,1842
2024-03-07,DMA_008,97721.41,1843
2024-03-07,DMA_009,90244.75,1958
2024-03-07,DMA_010,109935.36,2114
2024-03-08,DMA_001,34329.54,654
2024-03-08,DMA_002,44368.78,836
2024-03-08,DMA_003,54166.65,1022
2024-03-08,DMA_004,60387.93,1100
2024-03-08,DMA_005,69307.26,1340
2024-03-08,DMA_006,73734.76,1577
2024-03-08,DMA_007,85296.48,1737
2024-03-08,DMA_008,89092.33,1656
2024-03-08,DMA_009,89797.61,1677
2024-03-08,DMA_010,107848.33,1992
2024-03-09,DMA_001,36410.71,672
2024-03-09,DMA_002,40690.49,840
2024-03-09,DMA_003,55842.49,1015
2024-03-09,DMA_004,66563.47,1435
2024-03-09,DMA_005,73949.96,1626
2024-03-09,DMA_006,82544.05,1564
2024-03-09,DMA_007,85590.77,1563
2024-03-09,DMA_008,89841.54,1903
2024-03-09,DMA_009,112234.68,2271
2024-03-09,DMA_010,117598.71,2501
2024-03-10,DMA_001,36367.04,666
2024-03-10,DMA_002,47866.78,887
2024-03-10,DMA_003,49633.89,1038
2024-03-10,DMA_004,70064.44,1341
2024-03-10,DMA_005,76521.73,1544
2024-03-10,DMA_006,81209.96,1603
2024-03-10,DMA_007,98612.05,1903
2024-03-10,DMA_008,106656.39,2218
2024-03-10,DMA_009,108648.38,2324
2024-03-10,DMA_010,116246.19,2169
2024-03-11,DMA_001,35145.68,648
2024-03-11,DMA_002,41272.14,753
2024-03-11,DMA_003,51025.09,997
2024-03-11,DMA_004,62135.59,1336
